Value,Identifier,Construction,Time Period,Adjustment
84.9,MV3R,Private housing R&M,Apr to June 2014,Non Seasonally Adjusted
89.8,MV3R,Private housing R&M,July to Sept 2014,Non Seasonally Adjusted
89,MV3R,Private housing R&M,Oct to Dec 2014,Non Seasonally Adjusted
79.1,MV3R,Private housing R&M,Jan to Mar 2015,Non Seasonally Adjusted
88.6,MV3R,Private housing R&M,Apr to June 2015,Non Seasonally Adjusted
92.3,MV3R,Private housing R&M,July to Sept 2015,Non Seasonally Adjusted
94,MV3R,Private housing R&M,Oct to Dec 2015,Non Seasonally Adjusted
86,MV3R,Private housing R&M,Jan to Mar 2016,Non Seasonally Adjusted
92.9,MV3R,Private housing R&M,Apr to June 2016,Non Seasonally Adjusted
96.3,MV3R,Private housing R&M,July to Sept 2016,Non Seasonally Adjusted
98.7,MV3R,Private housing R&M,Oct to Dec 2016,Non Seasonally Adjusted
93,MV3R,Private housing R&M,Jan to Mar 2017,Non Seasonally Adjusted
99.2,MV3R,Private housing R&M,Apr to June 2017,Non Seasonally Adjusted
102.4,MV3R,Private housing R&M,July to Sept 2017,Non Seasonally Adjusted
104.2,MV3R,Private housing R&M,Oct to Dec 2017,Non Seasonally Adjusted
91.5,MV3R,Private housing R&M,Jan to Mar 2018,Non Seasonally Adjusted
102.1,MV3R,Private housing R&M,Apr to June 2018,Non Seasonally Adjusted
102.5,MV3R,Private housing R&M,July to Sept 2018,Non Seasonally Adjusted
101.6,MV3R,Private housing R&M,Oct to Dec 2018,Non Seasonally Adjusted
96.1,MV3R,Private housing R&M,Jan to Mar 2019,Non Seasonally Adjusted
100.1,MV3R,Private housing R&M,Apr to June 2019,Non Seasonally Adjusted
102.6,MV3R,Private housing R&M,July to Sept 2019,Non Seasonally Adjusted
101.2,MV3R,Private housing R&M,Oct to Dec 2019,Non Seasonally Adjusted
88.7,MV3R,Private housing R&M,Jan to Mar 2020,Non Seasonally Adjusted
56.9,MV3R,Private housing R&M,Apr to June 2020,Non Seasonally Adjusted
